﻿Item Code;註記 (Notes);(箱)長 (Length Carton) cm;(箱)寬 (Width) cm;(箱)高 (Heigth) cm;(箱)重量 (Weigth);箱入數 (Number of Cartons);板入數 (Number of Pallets);庫存量 (Inventory Quantity);庫存單位 (Inventory Unit);庫存換算(箱) (Inventory Conversion (Carton));目前庫存 (Current Inventory) (PCS);Notes;Notes_EN
11022024001;魔術靈浴室清潔劑經濟瓶;37;32;25;13,7;12.0;63;56;PCS;4,7;36.0;;Magic Spirit Bathroom Cleaner Economical Bottle
11022024002;魔術靈浴室清潔劑經濟瓶;35;32;24;13,6;12.0;63;49;PCS;4,1;41.0;;Magic Spirit Bathroom Cleaner Economical Bottle
11022025001;浴室魔術靈除霉漂潔噴槍500ml;37;31;29;12;18.0;54;52,33333333;PCS;3;100.0;;Bathroom magic mildew remover and bleaching spray gun 500ml
11022026001;家樂福緣點子葡萄柚浴室清潔劑 環保浴室清潔劑;37;22;25;7,18;12.0;98;24;PCS;2;24.0;;Carrefour Yuanpi Grapefruit Bathroom Cleaner Environmentally Friendly Bathroom Cleaner
11022031001;威猛先生強力去霉劑重裝;37;34;18;8,47;18.0;81;103;PCS;5,8;53.0;;Mr. Mighty Powerful Mildew Remover Reloaded
11022032001;威猛先生強力去霉劑噴槍;36;33;23;9,07;18.0;63;;PCS;;54.0;;Mr. Mighty Powerful Mildew Remover Spray Gun
11022034001;浴室魔術靈除霉漂潔替換瓶;36;32;24;11,3;18.0;63;66;PCS;3,7;170.0;;Bathroom magic mildew remover and bleach refill bottle
11022035001;潔霜-S浴廁專用清潔劑1050g;40;23;32;15;12.0;60;91;PCS;7,6;18.0;;Jieshuang-S Bath and Toilet Cleaner 1050g
11022036001;潔霜-S浴廁清潔劑-清新薄荷;40;23;32;15;12.0;60;62;PCS;5,2;62.0;;Cleansing Cream-S Bathroom Cleaner-Fresh Mint
11022041001;3M天然橙柚浴室清潔劑;36;28;23;7,13;12.0;77;26,66666667;PCS;2,3;137.0;;3M natural orange and grapefruit bathroom cleaner
11022044001;白博士浴廁清潔劑噴槍型;33;21;29;8,45;12.0;78;24;PCS;2;24.0;;Dr. Bai bathroom and toilet cleaner spray gun type
11022051001;威猛先生去霉劑噴槍重裝特惠組;44;32;29;14,73;12.0;48;283;PCS;23,6;236.0;;Mr. Mighty Mildew Remover Spray Gun Reloading Special Set
11022056001;魔利除霉劑 魔利除霉劑;32;22;29;6,52;12.0;84;24;PCS;2;23.0;;magic mildew remover magic mildew remover
11022058001;妙管家中性浴廁清潔劑玫瑰花香;36;20;28;10,1;12.0;84;90;PCS;7,5;23.0;;Wonderhouse Neutral Bath and Toilet Cleaner with Rose Scent
11022059001;妙管家中性浴廁清潔劑香水百合;36;20;28;10,1;12.0;84;118;PCS;9,9;15.0;;Wonderhouse Neutral Bath and Toilet Cleaner Perfume Lily
11022060001;妙管家中性浴廁清潔劑薰衣草香;36;20;27;10,2;12.0;84;58;PCS;4,9;5.0;;Wonderhouse Neutral Bath and Toilet Cleaner Lavender Scent
11022063001;妙管家去霉劑;42;25;25;10,5;12.0;80;63;PCS;5,3;15.0;;Magic housekeeping mildew remover
11022067001;新威猛先生浴室重裝;31;23;25;6,83;12.0;112;35;PCS;3;160.0;;New Mr. Whammy Bathroom Remodel
11022068001;家樂福綠點子茶籽浴廁清潔劑 綠點子茶籽浴廁;37;21;25;15,66;12.0;91;24;PCS;2;23.0;;Carrefour Green Idea Tea Seed Bath and Toilet Cleaner Green Idea Tea Seed Bath and Toilet Cleaner
11022075001;魔利浴室清潔劑 魔利浴室清潔劑;32;25;30;6,33;12.0;75;24;PCS;2;19.0;;magic bathroom cleaner magic bathroom cleaner
11022077001;妙管家廚房清潔劑噴槍 妙管家廚房清潔;39;23;28;9,3;12.0;65;24;PCS;2;24.0;;MagicHouse Kitchen Cleaner Spray Gun MagicHouse Kitchen Cleaning
11022082001;高樂氏強效除霉清潔噴劑;35;23;27;6,914;12.0;78;109;PCS;9,1;78.0;;Clorox Powerful Mildew Cleaning Spray
11022083001;威猛先生浴室清潔劑-Free 500g 浴室清潔劑;31;23;29;7,28;12.0;96;23;PCS;2;20.0;;Mr. Mighty Bathroom Cleaner-Free 500g Bathroom Cleaner
11022084001;ecostore環保浴廁清潔噴霧柑橘 浴廁清潔噴霧;22;16;27;3,65;6.0;180;12;PCS;2;12.0;;ecostore eco-friendly bathroom and toilet cleaning spray citrus bathroom and toilet cleaning spray
11022085001;潔霜S浴廁清潔劑-亮潔檸檬 潔霜浴廁檸檬;35;27;30;14,2;12.0;50;24;PCS;2;14.0;;Cleansing S Bath and Toilet Cleaner - Bright Lemon Cleansing Bath and Toilet Lemon
11022087001;潔霜S濃縮超強效浴廁清潔劑-淨白青蘋;36;28;31;14,172;12.0;55;210;PCS;17,5;61.0;;Cleansing Cream S Concentrated Super Powerful Bath and Toilet Cleaner - Whitening Green Apple
11023001001;優品輕鬆打傢俱噴腊 輕鬆打傢俱;27;22;26;5,82;12.0;114;24;PCS;2;24.0;;Youpin can easily spray wax on furniture. You can easily spray wax on furniture.
11023010001;碧麗珠-檸檬;24;17;24;4,76;12.0;174;284;PCS;23,7;59.0;;Bilizhu-Lemon
11023012001;優品輕鬆打傢俱噴腊-檜木450ml 傢俱臘-檜木;27;22;26;5,82;12.0;114;24;PCS;2;20.0;;Youpin Easy Furniture Spray Wax-Hinoki 450ml Furniture Wax-Hinoki
11023015001;碧麗珠-百花清香;23;17;24;4,71;12.0;174;157;PCS;13,1;12.0;;Bilizhu-Hundred Flowers Fragrance
11030002001;妙管家液體芳香劑(玫瑰香);38;24;17;6,148;12.0;130;36;PCS;3;32.0;;Magic Housekeeper Liquid Fragrance (Rose Fragrance)
11030004004;Laundrin擴香;46;37;23;9,8;24.0;42;48;PCS;2;48.0;;Laundrin diffuser
11030005001;妙管家液體芳香劑-檸檬;38;24;17;6,148;12.0;130;72;PCS;6;21.0;;Magic Housekeeping Liquid Fragrance-Lemon
11030006001;去味大師晶球補充包--潔淨;39;23;15;4,4;12.0;132;56;PCS;4,7;36.0;;Deodorizing Master Crystal Ball Refill Pack--Clean
11030007001;妙管家液體芳香劑-薰衣草;38;24;17;6,148;12.0;130;59;PCS;5;20.0;;Magic Housekeeper Liquid Fragrance-Lavender
11030010001;家福冰箱消臭劑-備長炭;36;13;11;2,01;10.0;315;183;PCS;18,3;71.0;;Jiafu Refrigerator Deodorizer-Binchotan
11030012001;Laundrin車用芳香;25;19;22;0,91;20.0;140;40;PCS;2;40.0;;Laundrin car fragrance
11030012002;Laundrin車用芳香;25;19;22;0,91;20.0;140;40;PCS;2;40.0;;Laundrin car fragrance
11030012007;Laundrin朗德林車用芳香-櫻花香氛;25;19;23;0,9;20.0;175;1;PCS;0,1;0.0;;Laundrin Car Fragrance-Sakura Fragrance
11030015001;去味大師竹木香-粉戀櫻花 竹木香粉戀櫻花;48;17;21;4,63;12.0;112;24;PCS;2;23.0;;The Master of Deodorizing Bamboo and Wood Fragrance - Pink Love Cherry Blossoms Bamboo and Wood Fragrance Pink Love Cherry Blossoms
11030016001;Farcent香水室內擴香;38;25;24;5,44;12.0;70;49;PCS;4,1;11.0;;Farcent perfume room diffuser
11030016002;Farcent香水室內擴香;38;25;24;5,46;12.0;70;26;PCS;2,2;11.0;;Farcent perfume room diffuser
11030016005;Farcent香水室內擴香;38;25;23;5,6;12.0;70;24;PCS;2;18.0;;Farcent perfume room diffuser
11030016006;Farcent香水室內擴香;38;25;23;5,6;12.0;70;24;PCS;2;17.0;;Farcent perfume room diffuser
11030016007;Farcent香水室內擴香;38;25;23;5,6;12.0;70;24;PCS;2;18.0;;Farcent perfume room diffuser
11030017001;去味大師竹木香補充-清新麝香;30;17;20;1,85;12.0;184;47;PCS;4;18.0;;Deodorant Master Bamboo Woody Supplement - Fresh Musk
11030018001;Farcent香水擴香補小蒼蘭英國梨;39;20;23;2,3;12.0;105;42;PCS;3,5;36.0;;Farcent Perfume Diffuser Freesia English Pear
11030020001;去味大師三效消臭潔淨   350ML;52;32;24;6,5;24.0;24;55;PCS;2,3;262.0;;Deodorant Master Three-Effect Deodorizing Cleanser 350ML
11030024001;去味大師備長炭消臭易冰箱專用 備長炭-冰箱用;25;24;11;2,5;12.0;100;24;PCS;2;48.0;;Deodorizing Master Binchotan Tan Deodorizes Easy for Refrigerator Binchotan Tan - For Refrigerator
11030028003;ST夢幻香水果凍芳香劑-260g ST-月光泡泡;46;20;23;6,57;20.0;84;40;PCS;2;38.0;;ST Dreamy Fruit Jelly Fragrance-260g ST-Moonlight Bubble
11030028004;ST夢幻香水果凍芳香劑-閃耀香水-260g;46;20;23;6,57;20.0;84;40;PCS;2;40.0;;ST Dreamy Fruit Jelly Fragrance-Sparkling Perfume-260g
11030028005;ST夢幻香水果凍芳香劑-260g ST-香氛蠟燭;46;20;23;6,57;20.0;84;40;PCS;2;40.0;;ST Dream Fragrance Jelly Fragrance-260g ST-Scented Candle
11030029001;去味大師晶球充包-舒爽薰衣草;38;22;15;4,33;12.0;120;24;PCS;2;36.0;;Deodorizing Master Crystal Ball Refill-Refreshing Lavender
11030031001;花仙子去味大師消臭易--檸檬;47;31;20;11;24.0;64;67;PCS;2,8;100.0;;Huaxianzi Deodorizer Master Deodorizer--Lemon
11030032001;花仙子去味大師消臭易- 薰衣草;38;21;35;11;24.0;70;62;PCS;2,6;373.0;;Flower Fairy Master Deodorizer - Lavender
11030036002;依必朗心之花園空氣芳香劑;36;28;15;5,51;12.0;99;12;PCS;1;;;Ibilan Heart Garden Air Fragrance
11030037001;滿庭香清新空間 清新空間牡丹;31;23;14;2,98;12.0;192;24;PCS;2;24.0;;The garden is filled with fragrance and fresh space. Fresh space with peonies.
11030037002;滿庭香清新空間 新空間檸檬;31;23;14;2,96;12.0;192;24;PCS;2;24.0;;The garden is full of fragrance, fresh space, new space lemon
11030037003;滿庭香清新空間 清新空間薰衣;31;23;14;2,92;12.0;192;24;PCS;2;23.0;;The garden is full of fragrance and fresh space. Fresh space lavender
11030041001;Amaze森林擴香 擴香英國梨;38;36;25;6,4;12.0;42;24;PCS;2;23.0;;Amaze Forest Diffuse English Pear
11030041002;Amaze森林擴香 擴香鼠尾白麝香;38;36;25;6,4;12.0;42;24;PCS;2;24.0;;Amaze Forest Diffuse Diffuse Sage White Musk
11030041003;Amaze森林擴香 擴香白茉莉橙花;38;36;25;6,4;12.0;42;24;PCS;2;24.0;;Amaze forest diffuser white jasmine orange blossom
11030046001;Farcent香水室內擴香補充-真我星夜 擴香補充-星夜;23;20;39;2,26;12.0;52;24;PCS;2;19.0;;Farcent Perfume Indoor Diffuser Refill - Real Starry Night Diffuser Refill - Starry Night
11030047001;康朵 英國梨小蒼蘭香氛擴香瓶-50ML 白麝香香氛擴香;39;36;20;5,62;24.0;48;48;PCS;2;0.0;;Condor British Pear Freesia Fragrance Diffuser Bottle-50ML White Musk Fragrance Diffuser
11030048001;Farcent香水室內擴香補充-同名花語 擴香補充-花語;23;20;39;2,26;12.0;52;24;PCS;2;23.0;;Farcent Perfume Indoor Diffuser Refill-Flower Language of the Same Name Diffuser Refill-Flower Language
11030049001;康朵室內香氛擴香膏-120g 英國梨小蒼蘭;41;25;16;9,54;36.0;100;72;PCS;2;72.0;;Condor Room Fragrance Diffuser-120g English Pear Freesia
11030049002;康朵室內香氛擴香膏-120g 白麝香擴香膏;41;25;16;9,548;36.0;100;72;PCS;2;71.0;;Kangduo room fragrance diffuser paste-120g white musk diffuser paste
11030049003;康朵室內香氛擴香膏-120g 舒壓甜睡擴香膏;41;25;16;9,41;36.0;100;72;PCS;2;71.0;;Kangduo Indoor Fragrance Diffuser-120g Stress Relieving Sweet Sleep Diffuser
11030062001;去味大師消臭易備長炭鞋櫃專用;26;20;9;2,21;12.0;154;53;PCS;4,5;107.0;;Deodorizing Master Deodorizing Easy Binchotan Shoe Cabinet Special
11030066001;去味大師備長炭消臭易;38;21;35;8,9;24.0;48;114;PCS;4,8;29.0;;Deodorizing Master Binchotan Deodorizing Easy
11030071001;去味大師竹木香-清新麝香 竹木香清新麝香;48;17;22;4,56;12.0;98;24;PCS;2;15.0;;Deodorizing Master Bamboo Wood Fragrance-Fresh Musk Bamboo Wood Fragrance Fresh Musk
11030072001;去味大師竹木香-淡雅茉莉 竹木香淡雅茉莉;48;17;22;4,56;12.0;98;24;PCS;2;20.0;;Deodorizing Master Bamboo and Woody Fragrance - Elegant Jasmine Bamboo and Woody Fragrance and Elegant Jasmine
11030079001;妙管家EQ芳香消臭液;38;24;17;6,14;12.0;130;17;PCS;1,5;25.0;;Magic Housekeeper EQ Aroma Deodorant
11030079002;妙管家EQ芳香消臭液;38;24;17;6,14;12.0;130;15;PCS;1,3;58.0;;Magic Housekeeper EQ Aroma Deodorant
11030080001;妙管家EQ芳香消臭液-甜美馨香 妙管家EQ芳香;38;24;17;6,148;12.0;130;24;PCS;2;24.0;;Magic Housekeeper EQ Fragrance Deodorant Liquid-Sweet and fragrant Magic Housekeeper EQ Fragrance
11030094001;滿庭香除臭清香凝膠 完美花香;22;19;19;3,27;12.0;225;24;PCS;2;22.0;;Man Ting Xiang Deodorizing Fresh Fragrance Gel Perfect Floral Scent
11030095001;妙管家冰箱消臭炭-冷藏庫專用;34;24;26;10;24.0;80;42,66666667;PCS;1,8;100.0;;Magic Butler Refrigerator Deodorizing Charcoal - Special for Refrigerators
11030096001;家福薰衣草消臭液;48;25;18;8,141;18.0;72;29;PCS;1,7;41.0;;Jiafu Lavender Deodorant Liquid
11030097001;家福檸檬消臭液 消臭液-檸檬;48;28;18;8,13;18.0;72;36;PCS;2;36.0;;Jiafu Lemon Deodorizing Liquid Deodorizing Liquid-Lemon
11030108001;花仙子好心情香氛蛋－蜜桃香氛 香氛蛋-桃;27;18;26;2,38;12.0;132;24;PCS;2;7.0;;Hua Xianzi Good Mood Fragrance Egg-Peach Fragrance Fragrance Egg-Peach
11030113001;妙管家消臭晶球(無香1kg) 妙管家消臭晶球;53;30;16;14;12.0;66;24;PCS;2;22.0;;Magic Housekeeper deodorant crystal ball (unscented 1kg) Magic Housekeeper deodorant crystal ball
11030120001;去味大師竹木香補充-淡雅茉莉 竹木香補充茉莉;30;17;20;1,87;12.0;184;24;PCS;2;17.0;;Deodorizing Master Bamboo and Wood Fragrance Supplement - Elegant Jasmine Bamboo and Wood Fragrance Supplement Jasmine
11030125001;滿庭香除臭清香凝膠檸檬 清香凝膠檸檬;22;19;19;3,272;12.0;225;24;PCS;2;23.0;;Mantingxiang deodorant fragrance gel lemon fragrance gel lemon
11030128001;滿庭香除臭清香凝膠清新早晨;21;19;20;3,3;12.0;270;1;PCS;0,1;29.0;;Mantingxiang Deodorizing Fragrance Gel Fresh Morning
11030177001;美國Renuzit室內空氣芳香凍-綠野仙花;31;23;13;3,06;12.0;160;89;PCS;7,5;14.0;;Renuzit indoor air aromatic jelly from the United States-Old Fairy
11030179001;美國Renuzit室內芳香凍-柑橘果園;31;23;13;3,08;12.0;160;57;PCS;4,8;11.0;;American Renuzit Indoor Aroma Jelly-Citrus Orchard
11030180001;美國Renuzit室內空氣芳香凍-清新薰衣草;31;23;13;3,05;12.0;160;77;PCS;6,5;58.0;;American Renuzit indoor air aromatic jelly-fresh lavender
11030183001;花仙子花語香膏 薰衣草;34;26;13;3,03;12.0;169;24;PCS;2;24.0;;Flower Fairy Flower Balm Lavender
11030183002;花仙子花語香膏 檸檬;34;26;13;3,03;12.0;169;24;PCS;2;17.0;;Flower Fairy Flower Balm Lemon
11030187001;Farcent香水室內擴香;38;25;25;5,6;12.0;70;24;PCS;2;16.0;;Farcent perfume room diffuser
11030187002;Farcent香水室內擴香;38;25;25;5,6;12.0;70;24;PCS;2;20.0;;Farcent perfume room diffuser
11030195001;美國Renuzit室內空氣芳香凍-Snuggle Super;31;23;13;3,07;12.0;160;34;PCS;2,9;20.0;;American Renuzit indoor air aromatic jelly-Snuggle Super
11030196001;Farcent香水室內擴香 Farcent雞蛋花;38;25;23;5,6;12.0;84;24;PCS;2;24.0;;Farcent Perfume Room Diffuser Farcent Plumeria
11030196002;Farcent香水室內擴香 Farcent罌粟花;38;25;25;5,6;12.0;70;24;PCS;2;24.0;;Farcent Perfume Room Diffuser Farcent Poppy
11030197001;CHU戀愛能量室內香氛 CHU甜蜜舒芙蕾;63;30;21;6,396;12.0;48;24;PCS;2;24.0;;CHU Love Energy Room Fragrance CHU Sweet Soufflé
11030198001;花仙子天然植翠0室內擴香 花仙子0清新綠茶;31;24;24;4,764;12.0;105;24;PCS;2;20.0;;Hua Xianzi natural plant green 0 indoor diffuser Hua Xianzi 0 fresh green tea
11030198002;花仙子天然植翠0室內擴香 花仙子0白麝香;31;24;24;4,764;12.0;105;24;PCS;2;20.0;;Huaxianzi natural green plant 0 indoor diffuser Huaxianzi 0 white musk
11030198003;花仙子天然植翠0室內擴香;31;24;24;4,812;12.0;105;11;PCS;1;28.0;;Huaxianzi natural green plant 0 indoor diffuser
11030200001;角落小夥伴舒眠薰衣草香氛罐頭 角落薰衣草香罐;26;14;16;1,4;12.0;288;24;PCS;2;24.0;;Corner Buddy Sleeping Lavender Fragrance Can Corner Lavender Fragrance Can
11030202001;角落小夥伴蘋果梨擴香瓶 角落蘋果梨擴香;26;14;18;1,4;8.0;288;16;PCS;2;16.0;;Corner Partner Apple and Pear diffuser bottle Corner Apple and Pear diffuser bottle
11030204001;角落小夥伴寧靜白茶香氛罐頭 角落白茶香氛罐;21;16;16;1,7;12.0;350;24;PCS;2;24.0;;Corner Buddy Serenity White Tea Fragrance Can Corner White Tea Fragrance Can
11030207001;熊寶貝香氛室內擴香 熊寶貝療癒白茶;30;27;24;4,27;12.0;84;24;PCS;2;16.0;;Baby Bear Fragrance Indoor Diffuser Baby Bear Healing White Tea
11030207002;熊寶貝香氛室內擴香 熊寶貝舒緩橙花;31;27;25;4,42;12.0;84;24;PCS;2;23.0;;Baby Bear Fragrance Indoor Diffuser Baby Bear Soothing Orange Blossom
11030207003;熊寶貝香氛室內擴香 熊寶貝愉悅鼠尾;31;27;25;4,42;12.0;84;24;PCS;2;23.0;;Baby Bear Fragrance Indoor Diffuser Baby Bear Happy Rat Tail
11030234001;Farcent香水室內擴香絲絨玫瑰與烏木;37;25;24;5,5;12.0;70;24;PCS;2;20.0;;Farcent Parfum Room Diffuser Velvet Rose & Oud
11031001001;AP清新噴霧-海洋微風 AP噴霧海洋;20;14;25;2,46;6.0;270;12;PCS;2;10.0;;AP Fresh Spray-Ocean Breeze AP Spray Ocean
11031002001;AP清新噴霧-月光香草 AP噴霧香草;20;14;25;2,46;6.0;270;12;PCS;2;12.0;;AP Fresh Spray-Moonlight Vanilla AP Spray Vanilla
11031005001;AP清新噴霧-柑橘除異味 AP噴霧柑橘;20;14;25;2,46;6.0;270;12;PCS;2;9.0;;AP Fresh Spray-Citrus Odor Remover AP Spray Citrus
11031011001;熊寶貝衣物清新噴霧;22;17;20;1,85;12.0;224;376;PCS;31,4;103.0;;Baby Bear Clothes Freshening Spray
11031011002;熊寶貝衣物清新噴霧;22;18;19;1,85;12.0;252;229,6666667;PCS;19,2;45.0;;Baby Bear Clothes Freshening Spray
11031012001;熊寶貝衣物清新噴霧;22;17;20;1,85;12.0;224;205;PCS;17,1;63.0;;Baby Bear Clothes Freshening Spray
11031012002;熊寶貝衣物清新噴霧;22;18;20;1,8;12.0;224;143;PCS;12;42.0;;Baby Bear Clothes Freshening Spray
11031021001;家福定量噴霧式芳香劑-紫羅蘭;40;15;17;3,4;12.0;120;50;PCS;4,2;92.0;;Jiafu quantitative spray fragrance - Violet
11031022001;家福定量噴霧式芳香劑-檸檬;40;15;17;3,29;12.0;120;51;PCS;4,3;89.0;;Jiafu quantitative spray fragrance-lemon
11031023001;家福定量噴霧式芳香劑-薰衣草;40;15;17;3,4;12.0;120;29;PCS;2,5;62.0;;Jiafu quantitative spray fragrance - lavender
11031026001;家福銀離子消臭液--浴廁專用;29;29;24;5,32;12.0;84;35;PCS;3;68.0;;Jiafu Silver Ion Deodorant Liquid - Special for Bath and Toilet
11031027001;家福銀離子消臭液--寵物環境用;29;29;24;5,32;12.0;84;45;PCS;3,8;12.0;;Jiafu silver ion deodorant liquid-for pet environment
11031033001;花仙子噴霧飄香劑補充瓶--檸檬 檸檬;40;14;17;3,37;12.0;72;24;PCS;2;20.0;;Flower Fairy Spray Fragrance Refill Bottle--Lemon Lemon
11031035001;滿庭香空氣清淨劑--自然清香;24;17;25;3,88;12.0;52;58;PCS;4,9;36.0;;Mantingxiang air purifier - natural fragrance
11031038001;滿庭香噴霧罐薰衣草;23;17;24;4,514;12.0;196;35;PCS;3;14.0;;Man Ting Fragrance Spray Can Lavender
11031040001;滿庭香噴霧罐清新早晨;23;17;24;4,514;12.0;196;;PCS;;9.0;;Man Ting Fragrance Spray Can Fresh Morning
11031041001;滿庭香噴霧罐玫瑰;23;17;24;4,514;12.0;196;30;PCS;2,5;46.0;;Garden incense spray can roses
11031048001;Drs Formula 防護噴霧255g;39;12;23;3,52;12.0;175;15;PCS;1,3;0.0;;Drs Formula Protective Spray 255g
11031048002;Drs Formula 防護噴霧255g;39;12;23;3,52;12.0;168;24;PCS;2;24.0;;Drs Formula Protective Spray 255g
11031049001;Drs Formula 除臭清新噴霧無香;39;12;23;3,52;12.0;175;48;PCS;4;7.0;;Drs Formula Deodorant Freshening Spray Unscented
11031050001;Drs Formula 除臭清新噴霧茶香;39;12;23;3,52;12.0;175;52;PCS;4,4;7.0;;Drs Formula Deodorizing Fresh Spray Tea Scent
11031899001;花仙子噴霧飄香劑-玉蘭花 空氣芳香劑;40;15;18;3,29;12.0;180;24;PCS;2;22.0;;Flower Fairy Spray Fragrance-Magnolia Air Fragrance
11031901001;妙管家噴霧芳香機 妙管家噴霧芳香;30;29;27;4,1;6.0;66;12;PCS;2;8.0;;Magic Housekeeper Fragrance Spray Machine Magic Housekeeper Fragrance Spray Machine
11031904001;Laundrin芳香噴霧;31;24;21;5,61;12.0;120;2;PCS;0,2;;;Laundrin aromatic spray
11031904002;Laundrin芳香噴霧;28;23;22;4,672;12.0;126;1;PCS;0,1;;;Laundrin aromatic spray
11031904003;Laundrin芳香噴霧 佛手柑雪松香氛;28;23;22;4,758;12.0;126;2;PCS;0,2;;;Laundrin Fragrance Spray Bergamot Cedar Fragrance
11031907001;Febreze風倍清織物除菌消臭噴霧-高效除菌;39;20;21;5,44;12.0;120;124,3333333;PCS;10,4;15.0;;Febreze Fabric Sterilization and Deodorization Spray - Highly Efficient Sterilization
11031908001;熊寶貝衣物清新噴霧200ML 熊寶貝噴霧茉莉;26;20;22;3,19;12.0;132;24;PCS;2;23.0;;Baby Bear Clothes Freshening Spray 200ML Baby Bear Spray Jasmine
11031908002;熊寶貝衣物清新噴霧200ML 熊寶貝噴霧玫瑰;26;20;22;3,19;12.0;132;24;PCS;2;23.0;;Baby Bear Clothes Freshening Spray 200ML Baby Bear Spray Rose
11031908003;熊寶貝衣物清新噴霧200ML;26;20;22;3,19;12.0;132;46;PCS;3,9;24.0;;Baby Bear Clothes Freshening Spray 200ML
11031908004;熊寶貝衣物清新噴霧200ML;26;19;22;3,23;12.0;132;63,33333333;PCS;5,3;19.0;;Baby Bear Clothes Freshening Spray 200ML
11031908005;熊寶貝衣物清新噴霧200ML 熊寶貝噴霧藍鈴;26;19;22;3,23;12.0;132;15;PCS;1,3;24.0;;Baby Bear Clothes Freshening Spray 200ML Baby Bear Spray Blue Bell
11031910002;Febreze風倍清織物除菌消臭補充包 風倍清除菌酒精;35;24;23;8,35;24.0;78;48;PCS;2;41.0;;Febreze Feng times clear fabric sterilization and deodorization supplement pack Feng times clear bacteria alcohol
11031911001;Febreze風倍清織物除菌消臭噴霧;39;20;20;4,8;12.0;96;34,33333333;PCS;2,9;25.0;;Febreze fabric sterilizing and deodorizing spray
11031911002;Febreze風倍清織物除菌消臭噴霧 風倍清除菌酒精;39;20;20;4,8;12.0;96;10;PCS;0,9;24.0;;Febreze Feng times clear fabric sterilization and deodorization spray Feng times bacteria removal alcohol
11031912001;Febreze風倍清織物除菌消臭補充-高效除菌;35;24;23;8,35;24.0;78;28;PCS;1,2;21.0;;Febreze fabric sterilization and deodorization supplement - high-efficiency sterilization
11031913001;Febreze風倍清織物除菌消臭噴霧綠茶清香;39;20;20;4,8;12.0;96;95,66666667;PCS;8;27.0;;Febreze Fabric Sterilizing and Deodorizing Spray Green Tea Fragrance
11031914001;Febreze風倍清織物除菌消臭補充包-綠茶;35;24;23;8,35;24.0;78;48;PCS;2;42.0;;Febreze Fabric Sterilization and Deodorization Refill Pack - Green Tea
11031915001;妙管家噴霧式芳香劑-浪漫玫瑰 噴式香劑玫瑰;28;22;19;3,5;12.0;144;24;PCS;2;24.0;;Magic Housekeeping Spray Fragrance-Romantic Rose Spray Fragrance Rose
11031916001;妙管家噴霧式芳香劑-清新檸檬 噴式香劑檸檬;28;22;19;3,5;12.0;144;24;PCS;2;15.0;;Magic Housekeeping Spray Fragrance-Fresh Lemon Spray Fragrance Lemon
11031917001;妙管家噴霧式芳香劑-淡雅薰衣草;28;22;19;3,5;12.0;144;55;PCS;4,6;41.0;;Magic Housekeeping Spray Fragrance - Elegant Lavender
